beginTime,classType,EventOccurred
2022-01-29T22:45Z,M1.1,1
2022-02-04T05:56Z,C2.8,1
2022-02-04T15:39Z,C5.8,1
2022-02-04T21:42Z,C2.6,1
2022-02-06T11:45Z,C3.1,1
2022-02-12T08:25Z,M1.4,1
2022-02-12T17:19Z,C8.0,1
2022-02-13T00:48Z,C3.2,1
2022-02-14T17:02Z,M1.0,1
2022-02-15T17:54Z,M1.3,1
2022-02-17T20:40Z,C1.4,1
2022-02-18T16:05Z,B8.4,0
2022-02-19T21:13Z,B7.2,0
2022-02-20T03:36Z,C5.1,1
2022-02-28T08:05Z,C1.2,1
2022-02-28T09:02Z,C3.1,1
2022-03-02T09:12Z,C3.0,1
2022-03-02T17:31Z,M2.0,1
2022-03-04T19:28Z,B7.5,0
2022-03-10T18:17Z,C2.8,1
2022-03-11T22:13Z,M2.2,1
2022-03-14T08:35Z,M2.0,1
2022-03-14T17:13Z,B8.5,0
2022-03-15T12:33Z,M1.4,1
2022-03-15T22:39Z,M1.5,1
2022-03-20T07:30Z,C4.6,1
2022-03-25T05:02Z,M1.4,1
2022-03-28T10:58Z,M4.0,1
2022-03-28T17:32Z,M1.0,1
2022-03-28T19:08Z,M1.0,1
2022-03-28T20:49Z,M1.1,1
2022-03-29T00:57Z,M2.2,1
2022-03-29T01:48Z,M1.1,1
2022-03-29T09:17Z,M1.0,1
2022-03-29T21:43Z,M1.6,1
2022-03-30T17:21Z,X1.3,1
2022-03-31T18:23Z,M9.6,1
2022-04-02T02:39Z,M2.9,1
2022-04-02T12:56Z,M3.9,1
2022-04-02T17:34Z,M4.3,1
2022-04-09T18:55Z,C1.1,1
2022-04-11T05:00Z,C1.6,1
2022-04-15T10:31Z,M1.2,1
2022-04-15T11:07Z,M2.2,1
2022-04-15T13:47Z,M1.9,1
2022-04-16T14:49Z,M1.0,1
2022-04-17T02:00Z,M1.8,1
2022-04-17T03:17Z,X1.1,1
2022-04-17T16:02Z,C7.7,1
2022-04-17T19:52Z,M1.5,1
2022-04-17T22:28Z,M4.4,1
2022-04-18T07:37Z,M1.3,1
2022-04-18T10:04Z,M1.1,1
2022-04-18T17:12Z,M1.9,1
2022-04-19T04:43Z,M1.0,1
2022-04-19T20:42Z,M3.7,1
2022-04-19T21:09Z,M1.6,1
2022-04-20T01:09Z,M1.2,1
2022-04-20T01:20Z,M7.2,1
2022-04-20T03:41Z,X2.2,1
2022-04-20T12:25Z,M1.9,1
2022-04-21T01:47Z,M9.6,1
2022-04-22T04:52Z,M1.1,1
2022-04-22T13:16Z,M3.4,1
2022-04-25T01:18Z,M1.2,1
2022-04-25T03:52Z,M1.1,1
2022-04-25T17:24Z,C6.8,1
2022-04-27T08:17Z,C3.3,1
2022-04-27T10:48Z,C2.0,1
2022-04-28T02:24Z,C6.7,1
2022-04-29T07:15Z,M1.2,1
2022-04-29T18:01Z,M1.2,1
2022-04-30T04:46Z,M2.6,1
2022-04-30T05:25Z,M1.4,1
2022-04-30T09:48Z,M4.8,1
2022-04-30T13:37Z,X1.1,1
2022-04-30T19:42Z,M1.9,1
2022-05-03T07:34Z,M1.3,1
2022-05-03T13:09Z,X1.1,1
2022-05-04T00:08Z,M5.3,1
2022-05-04T08:45Z,M5.7,1
2022-05-04T16:25Z,M1.1,1
2022-05-04T19:40Z,M1.5,1
2022-05-04T20:09Z,M1.6,1
2022-05-05T13:13Z,M2.2,1
2022-05-05T14:02Z,M2.7,1
2022-05-08T03:38Z,C6.4,1
2022-05-08T19:23Z,C8.2,1
2022-05-10T13:27Z,C4.7,1
2022-05-10T13:50Z,X1.5,1
2022-05-11T16:35Z,M1.6,1
2022-05-11T18:13Z,M2.6,1
2022-05-11T19:27Z,M2.2,1
2022-05-12T20:04Z,M1.3,1
2022-05-14T23:58Z,M2.2,1
2022-05-16T13:10Z,M2.4,1
2022-05-17T04:58Z,C6.2,1
2022-05-17T06:16Z,C2.9,1
2022-05-17T08:23Z,C3.6,1
2022-05-17T08:40Z,C4.3,1
2022-05-18T21:56Z,M1.1,1
2022-05-19T07:00Z,M5.6,1
2022-05-19T10:00Z,M1.5,1
2022-05-19T15:05Z,M1.1,1
2022-05-20T07:35Z,M3.0,1
2022-05-20T11:42Z,C2.3,1
2022-05-20T22:03Z,C8.4,1
2022-05-20T23:24Z,C5.2,1
2022-05-24T22:03Z,C5.1,1
2022-05-25T17:06Z,M1.8,1
2022-05-25T18:12Z,M1.3,1
2022-05-30T02:04Z,C1.5,1
2022-06-05T11:35Z,C1.3,1
2022-06-10T10:11Z,M1.2,1
2022-06-13T03:01Z,M3.4,1
2022-06-16T03:47Z,M1.6,1
2022-06-20T15:19Z,C4.4,1
2022-07-05T03:59Z,C9.8,1
2022-07-08T20:07Z,M2.5,1
2022-07-09T13:29Z,C8.5,1
2022-07-09T22:26Z,C4.6,1
2022-07-10T23:30Z,M1.3,1
2022-07-11T01:44Z,C8.8,1
2022-07-11T09:08Z,M1.1,1
2022-07-14T04:22Z,M1.2,1
2022-07-14T21:42Z,M2.8,1
2022-07-15T07:13Z,C3.1,1
2022-07-15T11:56Z,C5.5,1
2022-07-16T06:16Z,M1.1,1
2022-07-16T15:33Z,M1.4,1
2022-07-21T01:02Z,C5.6,1
2022-07-26T15:12Z,C8.5,1
2022-07-31T22:41Z,C9.3,1
2022-08-14T11:50Z,C2.4,1
2022-08-15T04:28Z,C3.5,1
2022-08-15T14:31Z,M1.0,1
2022-08-15T16:46Z,M2.7,1
2022-08-15T17:27Z,C9.6,1
2022-08-15T21:48Z,M1.1,1
2022-08-16T01:00Z,C3.3,1
2022-08-16T01:25Z,C5.9,1
2022-08-16T07:52Z,M5.0,1
2022-08-16T21:10Z,M1.8,1
2022-08-17T13:26Z,M2.0,1
2022-08-17T14:28Z,M1.0,1
2022-08-18T10:04Z,M1.3,1
2022-08-18T10:37Z,M1.5,1
2022-08-18T12:27Z,C2.7,1
2022-08-18T14:02Z,M1.3,1
2022-08-18T21:44Z,C6.3,1
2022-08-18T22:28Z,C4.4,1
2022-08-19T04:14Z,M1.6,1
2022-08-19T11:01Z,C4.0,1
2022-08-25T19:39Z,M1.8,1
2022-08-25T23:21Z,M1.0,1
2022-08-26T06:07Z,C7.2,1
2022-08-26T10:41Z,M2.1,1
2022-08-26T12:08Z,M7.2,1
2022-08-26T12:24Z,M5.3,1
2022-08-26T12:52Z,M3.6,1
2022-08-27T01:52Z,M4.8,1
2022-08-27T04:07Z,M1.3,1
2022-08-27T11:29Z,M1.2,1
2022-08-27T15:13Z,M1.1,1
2022-08-27T15:45Z,M1.8,1
2022-08-27T16:41Z,M1.1,1
2022-08-28T00:47Z,M1.4,1
2022-08-28T01:26Z,M1.4,1
2022-08-28T07:24Z,C9.9,1
2022-08-28T15:48Z,M6.7,1
2022-08-28T18:20Z,M4.6,1
2022-08-29T03:24Z,M3.3,1
2022-08-29T10:48Z,M8.6,1
2022-08-29T14:46Z,M2.5,1
2022-08-29T16:15Z,M3.8,1
2022-08-29T18:45Z,M4.7,1
2022-08-30T01:25Z,M1.6,1
2022-08-30T01:58Z,M1.5,1
2022-08-30T18:05Z,M2.1,1
2022-09-04T07:35Z,C3.9,1
2022-09-05T17:58Z,M1.0,1
2022-09-12T23:37Z,M1.7,1
2022-09-14T09:41Z,M1.1,1
2022-09-16T09:44Z,M7.9,1
2022-09-16T15:49Z,M6.2,1
2022-09-17T12:42Z,M1.0,1
2022-09-17T13:21Z,M1.9,1
2022-09-17T20:32Z,M2.6,1
2022-09-19T00:43Z,C6.5,1
2022-09-20T05:35Z,C5.5,1
2022-09-20T11:13Z,M1.0,1
2022-09-21T06:51Z,M1.0,1
2022-09-23T17:48Z,M1.7,1
2022-09-24T16:59Z,C7.2,1
2022-09-30T03:46Z,M1.0,1
2022-09-30T16:11Z,M2.9,1
2022-09-30T17:30Z,M1.3,1
2022-10-01T19:58Z,M5.8,1
2022-10-02T02:08Z,M8.7,1
2022-10-02T13:52Z,M1.2,1
2022-10-02T15:34Z,M1.0,1
2022-10-02T19:53Z,X1.0,1
2022-10-03T02:19Z,M2.6,1
2022-10-03T09:38Z,M4.2,1
2022-10-03T11:03Z,M1.5,1
2022-10-03T15:20Z,M1.6,1
2022-10-03T19:57Z,M1.2,1
2022-10-03T21:11Z,M1.7,1
2022-10-04T12:48Z,M1.6,1
2022-10-07T14:21Z,M1.0,1
2022-10-10T00:35Z,M1.0,1
2022-10-10T16:07Z,M2.4,1
2022-10-11T08:36Z,M3.9,1
2022-10-11T10:47Z,M1.5,1
2022-10-12T16:26Z,C4.7,1
2022-10-12T23:54Z,M1.5,1
2022-10-14T09:51Z,M1.3,1
2022-10-17T16:47Z,C3.3,1
2022-10-21T01:07Z,C2.4,1
2022-10-25T18:52Z,C4.9,1
2022-10-26T12:31Z,C6.7,1
2022-11-03T06:58Z,C1.3,1
2022-11-07T00:02Z,M5.2,1
2022-11-09T19:46Z,C4.3,1
2022-11-11T07:00Z,M1.2,1
2022-11-11T11:27Z,M1.2,1
2022-11-12T00:09Z,M1.1,1
2022-11-12T18:01Z,C6.5,1
2022-11-14T02:44Z,C3.3,1
2022-11-14T18:04Z,C4.5,1
2022-11-15T02:48Z,M1.0,1
2022-11-18T08:57Z,C5.5,1
2022-11-18T11:23Z,C5.1,1
2022-11-19T06:05Z,C8.3,1
2022-11-19T12:42Z,M1.6,1
2022-11-22T06:59Z,C7.0,1
2022-11-22T18:49Z,C4.8,1
2022-11-29T13:11Z,C4.3,1
2022-12-01T07:04Z,M1.0,1
2022-12-03T01:46Z,C1.1,1
2022-12-03T17:36Z,M1.2,1
2022-12-09T13:59Z,C6.0,1
2022-12-11T11:28Z,C2.9,1
2022-12-13T23:12Z,C2.9,1
2022-12-14T03:23Z,C2.5,1
2022-12-14T07:30Z,M2.4,1
2022-12-14T08:24Z,M1.1,1
2022-12-14T09:20Z,M1.3,1
2022-12-14T11:45Z,M1.1,1
2022-12-14T12:24Z,M4.1,1
2022-12-14T14:31Z,M6.3,1
2022-12-14T14:54Z,M3.2,1
2022-12-14T17:03Z,M2.2,1
2022-12-14T20:31Z,M1.3,1
2022-12-14T20:52Z,M2.2,1
2022-12-14T21:33Z,M1.3,1
2022-12-14T21:45Z,M1.9,1
2022-12-14T21:57Z,M4.5,1
2022-12-15T01:24Z,M1.6,1
2022-12-15T06:55Z,M2.3,1
2022-12-15T07:54Z,M1.0,1
2022-12-15T09:55Z,M1.5,1
2022-12-15T10:23Z,M1.6,1
2022-12-15T15:58Z,M1.0,1
2022-12-15T16:35Z,M1.1,1
2022-12-15T16:47Z,M2.0,1
2022-12-15T22:20Z,M5.7,1
2022-12-16T01:30Z,M3.5,1
2022-12-16T04:42Z,M1.2,1
2022-12-16T05:36Z,M1.3,1
2022-12-16T06:30Z,M1.2,1
2022-12-16T07:26Z,M1.6,1
2022-12-16T08:55Z,M1.5,1
2022-12-16T09:33Z,M1.1,1
2022-12-16T10:02Z,M4.0,1
2022-12-16T14:24Z,M2.4,1
2022-12-16T15:34Z,M1.2,1
2022-12-17T19:40Z,M1.0,1
2022-12-17T21:58Z,C3.2,1
2022-12-18T10:00Z,C5.8,1
2022-12-19T11:36Z,C7.3,1
2022-12-19T22:07Z,C3.8,1
2022-12-20T13:59Z,M1.1,1
2022-12-25T06:53Z,C7.8,1
2022-12-25T16:30Z,C2.8,1
2022-12-27T00:46Z,M2.0,1
2022-12-27T08:02Z,M1.0,1
2022-12-27T16:15Z,M1.2,1
2022-12-29T06:32Z,M1.2,1
2022-12-29T18:11Z,M2.1,1
2022-12-29T18:26Z,M2.4,1
2022-12-30T11:03Z,C9.6,1
2022-12-30T15:24Z,M1.4,1
2022-12-30T19:26Z,M3.7,1
2023-01-04T06:20Z,C3.2,1
2023-01-06T00:43Z,X1.2,1
2023-01-07T00:40Z,M1.6,1
2023-01-08T08:39Z,M1.2,1
2023-01-08T09:12Z,M1.4,1
2023-01-08T14:51Z,M1.4,1
2023-01-08T19:02Z,M1.0,1
2023-01-09T00:51Z,M1.1,1
2023-01-09T08:45Z,M2.1,1
2023-01-09T13:15Z,M1.0,1
2023-01-09T18:37Z,X1.9,1
2023-01-10T00:09Z,M5.1,1
2023-01-10T02:08Z,M1.0,1
2023-01-10T02:33Z,M2.6,1
2023-01-10T10:59Z,M1.0,1
2023-01-10T17:17Z,M1.3,1
2023-01-10T17:44Z,M1.2,1
2023-01-10T22:39Z,X1.0,1
2023-01-11T00:39Z,M2.4,1
2023-01-11T01:49Z,M5.6,1
2023-01-11T05:31Z,M1.3,1
2023-01-11T08:25Z,M3.1,1
2023-01-12T05:53Z,M1.1,1
2023-01-12T06:33Z,M1.5,1
2023-01-12T11:08Z,M1.2,1
2023-01-12T14:39Z,M1.0,1
2023-01-12T19:03Z,M1.0,1
2023-01-13T02:53Z,M1.4,1
2023-01-13T10:05Z,M3.9,1
2023-01-14T01:28Z,M1.3,1
2023-01-14T20:06Z,M3.5,1
2023-01-14T20:37Z,M4.6,1
2023-01-15T03:08Z,M6.0,1
2023-01-15T14:16Z,M4.8,1
2023-01-17T23:16Z,M1.8,1
2023-01-18T01:35Z,C4.1,1
2023-01-18T10:21Z,M1.8,1
2023-01-19T04:00Z,M1.1,1
2023-01-19T10:06Z,M1.7,1
2023-01-19T10:26Z,M1.0,1
2023-01-20T13:47Z,C5.3,1
2023-01-22T12:12Z,M1.1,1
2023-01-22T16:49Z,M1.6,1
2023-01-24T13:59Z,C9.4,1
2023-01-25T09:37Z,M4.6,1
2023-01-25T16:42Z,M1.3,1
2023-01-25T22:23Z,M2.0,1
2023-01-26T12:53Z,M2.8,1
2023-02-05T10:37Z,C6.4,1
2023-02-06T11:58Z,C7.8,1
2023-02-07T02:34Z,C3.0,1
2023-02-07T13:33Z,M1.0,1
2023-02-07T20:01Z,M1.5,1
2023-02-07T21:21Z,C5.3,1
2023-02-07T22:46Z,M3.8,1
2023-02-07T23:05Z,M6.3,1
2023-02-08T02:45Z,M2.0,1
2023-02-08T15:28Z,M1.6,1
2023-02-08T19:56Z,M1.5,1
2023-02-08T21:03Z,M1.7,1
2023-02-08T21:21Z,M1.7,1
2023-02-09T02:45Z,M3.1,1
2023-02-09T07:11Z,M1.1,1
2023-02-09T08:49Z,M2.9,1
2023-02-09T14:44Z,M1.5,1
2023-02-09T15:14Z,M1.4,1
2023-02-09T15:35Z,M1.1,1
2023-02-09T18:18Z,M1.8,1
2023-02-10T02:45Z,M3.7,1
2023-02-10T08:02Z,M1.4,1
2023-02-10T14:35Z,M1.1,1
2023-02-10T15:29Z,M1.6,1
2023-02-10T22:34Z,M1.2,1
2023-02-11T07:59Z,M2.2,1
2023-02-11T10:42Z,M1.0,1
2023-02-11T11:29Z,M1.4,1
2023-02-11T12:05Z,M1.5,1
2023-02-11T12:18Z,M1.1,1
2023-02-11T12:28Z,M1.5,1
2023-02-11T15:40Z,X1.1,1
2023-02-11T17:11Z,M1.4,1
2023-02-12T08:35Z,M3.1,1
2023-02-12T09:11Z,M1.4,1
2023-02-12T13:23Z,M1.2,1
2023-02-12T15:33Z,M1.0,1
2023-02-13T05:04Z,M1.0,1
2023-02-13T15:49Z,M1.4,1
2023-02-14T01:57Z,M1.8,1
2023-02-14T11:59Z,M2.6,1
2023-02-15T01:08Z,C5.6,1
2023-02-15T04:33Z,M1.1,1
2023-02-15T05:16Z,M2.0,1
2023-02-15T06:42Z,M1.3,1
2023-02-15T21:05Z,M1.0,1
2023-02-16T00:19Z,M1.1,1
2023-02-16T10:16Z,C9.0,1
2023-02-16T20:39Z,C9.1,1
2023-02-17T19:38Z,X2.2,1
2023-02-20T14:47Z,M4.4,1
2023-02-21T11:05Z,M1.5,1
2023-02-21T11:14Z,M4.7,1
2023-02-21T19:57Z,M5.0,1
2023-02-22T04:51Z,M1.4,1
2023-02-22T13:36Z,M2.6,1
2023-02-23T06:11Z,M1.5,1
2023-02-23T08:32Z,M1.0,1
2023-02-23T08:51Z,M1.2,1
2023-02-24T17:11Z,M1.1,1
2023-02-24T20:03Z,M3.7,1
2023-02-25T15:35Z,M1.0,1
2023-02-25T18:40Z,M6.3,1
2023-02-28T17:35Z,M8.6,1
2023-03-01T00:56Z,M1.0,1
2023-03-02T04:39Z,C9.2,1
2023-03-02T21:05Z,M3.8,1
2023-03-03T10:10Z,M3.2,1
2023-03-03T17:42Z,X2.0,1
2023-03-04T07:06Z,M1.0,1
2023-03-04T13:34Z,M1.2,1
2023-03-04T15:19Z,M5.2,1
2023-03-05T02:40Z,M1.3,1
2023-03-05T16:24Z,M1.0,1
2023-03-05T16:53Z,M1.0,1
2023-03-05T21:29Z,M5.0,1
2023-03-06T02:08Z,M5.8,1
2023-03-06T08:57Z,M1.3,1
2023-03-06T17:24Z,M1.0,1
2023-03-08T09:53Z,M1.1,1
2023-03-08T16:21Z,C2.0,1
2023-03-08T22:35Z,M1.3,1
2023-03-09T23:21Z,C3.4,1
2023-03-10T13:12Z,C2.5,1
2023-03-14T11:00Z,C2.9,1
2023-03-17T06:12Z,C6.4,1
2023-03-17T15:04Z,M1.0,1
2023-03-20T01:19Z,M1.2,1
2023-03-20T14:15Z,C4.4,1
2023-03-26T04:42Z,C2.3,1
2023-03-29T02:18Z,X1.2,1
2023-03-29T13:47Z,M1.2,1
2023-03-29T23:35Z,M1.1,1
2023-03-30T07:24Z,M5.4,1
2023-04-01T02:49Z,C6.7,1
2023-04-06T05:36Z,M3.0,1
2023-04-08T01:38Z,M2.9,1
2023-04-10T05:10Z,M2.8,1
2023-04-11T09:51Z,M1.3,1
2023-04-14T16:10Z,M1.1,1
2023-04-14T23:18Z,M1.5,1
2023-04-17T06:21Z,C7.0,1
2023-04-21T17:44Z,M1.7,1
2023-04-27T02:28Z,C2.5,1
2023-04-27T11:04Z,M1.8,1
2023-04-30T02:10Z,C3.9,1
2023-04-30T19:56Z,M2.4,1
2023-05-01T00:55Z,M1.1,1
2023-05-01T02:48Z,C3.6,1
2023-05-01T13:02Z,M7.1,1
2023-05-01T22:19Z,C7.4,1
2023-05-03T09:15Z,M4.2,1
2023-05-03T10:03Z,M3.1,1
2023-05-03T10:36Z,M7.2,1
2023-05-03T12:24Z,M1.7,1
2023-05-03T13:43Z,M2.2,1
2023-05-04T08:05Z,M3.9,1
2023-05-05T06:52Z,C9.5,1
2023-05-05T07:30Z,M2.1,1
2023-05-05T15:18Z,M1.2,1
2023-05-07T21:40Z,M1.5,1
2023-05-07T22:53Z,M1.6,1
2023-05-08T20:11Z,M2.3,1
2023-05-09T03:42Z,M6.5,1
2023-05-09T05:55Z,M1.2,1
2023-05-09T07:58Z,C5.2,1
2023-05-09T09:18Z,C4.3,1
2023-05-09T10:00Z,M1.3,1
2023-05-09T11:59Z,C4.0,1
2023-05-09T18:20Z,M4.2,1
2023-05-09T20:32Z,M5.0,1
2023-05-10T14:11Z,M2.2,1
2023-05-11T08:47Z,M2.1,1
2023-05-11T18:13Z,M1.8,1
2023-05-12T23:53Z,C9.0,1
2023-05-16T16:31Z,M9.6,1
2023-05-18T06:13Z,M1.0,1
2023-05-18T06:48Z,M1.2,1
2023-05-18T11:32Z,M2.2,1
2023-05-18T12:00Z,M1.9,1
2023-05-18T12:39Z,M1.6,1
2023-05-18T17:32Z,M1.1,1
2023-05-18T20:12Z,M3.8,1
2023-05-18T20:51Z,M4.5,1
2023-05-19T00:41Z,M5.3,1
2023-05-19T03:05Z,M1.6,1
2023-05-19T04:49Z,M2.5,1
2023-05-19T19:40Z,M2.3,1
2023-05-19T20:14Z,M2.7,1
2023-05-20T06:49Z,M1.0,1
2023-05-20T07:16Z,M6.4,1
2023-05-20T09:18Z,M1.1,1
2023-05-20T10:48Z,M1.6,1
2023-05-20T12:25Z,M8.9,1
2023-05-20T14:54Z,M5.6,1
2023-05-20T18:57Z,M1.1,1
2023-05-20T22:52Z,M5.1,1
2023-05-20T23:08Z,M5.1,1
2023-05-21T15:49Z,M2.6,1
2023-05-22T13:30Z,M1.9,1
2023-05-23T12:07Z,M3.0,1
2023-05-24T09:51Z,M1.0,1
2023-05-24T17:04Z,M1.8,1
2023-05-25T14:37Z,M1.1,1
2023-05-26T22:48Z,M1.3,1
2023-05-27T19:12Z,C6.2,1
2023-05-28T10:21Z,M1.0,1
2023-05-30T07:54Z,M1.2,1
2023-05-30T10:15Z,M1.3,1
2023-05-30T13:36Z,M1.4,1
2023-05-31T04:24Z,M1.3,1
2023-05-31T12:23Z,M1.0,1
2023-05-31T21:47Z,M1.0,1
2023-05-31T22:14Z,M4.2,1
2023-06-01T00:20Z,C9.1,1
2023-06-02T02:32Z,M1.5,1
2023-06-07T06:16Z,C7.1,1
2023-06-07T11:18Z,M4.7,1
2023-06-07T18:25Z,C9.2,1
2023-06-09T16:48Z,M2.5,1
2023-06-15T12:33Z,C9.7,1
2023-06-16T05:21Z,M1.0,1
2023-06-16T10:20Z,M1.0,1
2023-06-16T19:52Z,M1.0,1
2023-06-18T00:25Z,M1.3,1
2023-06-18T13:25Z,M2.5,1
2023-06-19T03:37Z,M1.4,1
2023-06-19T12:06Z,M1.1,1
2023-06-20T11:09Z,M1.0,1
2023-06-20T11:17Z,M1.8,1
2023-06-20T15:44Z,M1.0,1
2023-06-20T16:27Z,M1.1,1
2023-06-20T16:42Z,X1.1,1
2023-06-21T12:31Z,M1.1,1
2023-06-21T15:31Z,M1.0,1
2023-06-22T10:57Z,M1.1,1
2023-06-22T23:29Z,M4.8,1
2023-06-24T12:11Z,M1.1,1
2023-06-26T16:08Z,M1.6,1
2023-06-27T14:57Z,M1.2,1
2023-06-27T15:19Z,C9.7,1
2023-06-28T08:26Z,M1.9,1
2023-06-29T14:00Z,M3.8,1
2023-07-01T22:07Z,M1.1,1
2023-07-02T02:29Z,M2.0,1
2023-07-02T22:54Z,X1.0,1
2023-07-03T06:43Z,M1.3,1
2023-07-03T21:02Z,C8.9,1
2023-07-04T12:20Z,M1.4,1
2023-07-05T18:36Z,M1.0,1
2023-07-06T05:42Z,C4.6,1
2023-07-06T10:32Z,M1.0,1
2023-07-07T06:17Z,M4.0,1
2023-07-10T03:29Z,M2.3,1
2023-07-10T22:06Z,M1.4,1
2023-07-11T14:19Z,M2.0,1
2023-07-11T16:02Z,M1.1,1
2023-07-11T16:25Z,M1.0,1
2023-07-11T17:51Z,M6.8,1
2023-07-11T19:20Z,M1.0,1
2023-07-11T22:04Z,M5.8,1
2023-07-11T23:34Z,M1.2,1
2023-07-12T00:21Z,M1.4,1
2023-07-12T04:31Z,M1.3,1
2023-07-12T05:10Z,M1.3,1
2023-07-12T08:49Z,M6.9,1
2023-07-13T18:55Z,M2.1,1
2023-07-14T09:22Z,M1.0,1
2023-07-14T18:27Z,C8.8,1
2023-07-15T07:21Z,M2.9,1
2023-07-15T09:43Z,M1.0,1
2023-07-15T10:05Z,M2.2,1
2023-07-15T19:50Z,C8.8,1
2023-07-16T08:16Z,M1.0,1
2023-07-16T08:31Z,C4.7,1
2023-07-16T14:57Z,M1.7,1
2023-07-16T17:36Z,M4.0,1
2023-07-17T22:41Z,M2.7,1
2023-07-17T23:18Z,M5.0,1
2023-07-17T23:37Z,M5.7,1
2023-07-18T06:45Z,M1.5,1
2023-07-18T19:32Z,M1.3,1
2023-07-18T20:00Z,M1.4,1
2023-07-18T20:16Z,M2.1,1
2023-07-19T10:49Z,M1.4,1
2023-07-19T17:04Z,M3.8,1
2023-07-22T03:12Z,M3.1,1
2023-07-22T04:12Z,M1.0,1
2023-07-23T14:47Z,C5.2,1
2023-07-25T01:36Z,M1.5,1
2023-07-25T21:08Z,M1.6,1
2023-07-26T04:21Z,M1.2,1
2023-07-26T10:17Z,M4.6,1
2023-07-26T15:50Z,M2.0,1
2023-07-26T16:10Z,M1.1,1
2023-07-27T09:44Z,M1.9,1
2023-07-27T22:04Z,M1.7,1
2023-07-28T15:39Z,M4.1,1
2023-07-29T06:55Z,C6.7,1
2023-07-29T16:11Z,M1.4,1
2023-07-30T08:01Z,M1.8,1
2023-07-30T08:18Z,M1.8,1
2023-07-31T08:42Z,M1.6,1
2023-08-01T01:38Z,M1.0,1
2023-08-01T01:58Z,M1.2,1
2023-08-01T04:27Z,M2.2,1
2023-08-01T05:30Z,M1.3,1
2023-08-01T06:28Z,M3.6,1
2023-08-01T09:03Z,M1.5,1
2023-08-01T14:03Z,M1.4,1
2023-08-01T19:48Z,C5.2,1
2023-08-01T21:39Z,M1.0,1
2023-08-02T08:03Z,M1.3,1
2023-08-02T10:44Z,M1.2,1
2023-08-02T14:46Z,M1.7,1
2023-08-02T16:13Z,M1.3,1
2023-08-02T19:09Z,M1.1,1
2023-08-03T11:47Z,M2.0,1
2023-08-04T03:38Z,M1.9,1
2023-08-05T06:18Z,M1.6,1
2023-08-05T09:23Z,M2.1,1
2023-08-05T21:45Z,X1.6,1
2023-08-06T18:20Z,M5.5,1
2023-08-07T04:29Z,M2.4,1
2023-08-07T15:30Z,M1.0,1
2023-08-07T16:24Z,M1.0,1
2023-08-07T19:37Z,M1.4,1
2023-08-07T20:30Z,X1.5,1
2023-08-08T09:20Z,M3.6,1
2023-08-10T02:26Z,C5.4,1
2023-08-12T08:23Z,M1.0,1
2023-08-14T20:30Z,C8.9,1
2023-08-17T02:19Z,C3.6,1
2023-08-17T12:14Z,C5.1,1
2023-08-17T17:16Z,C2.2,1
2023-08-18T10:30Z,C1.7,1
2023-08-18T19:09Z,C3.7,1
2023-08-18T21:17Z,C3.0,1
2023-08-21T12:18Z,C3.1,1
2023-08-21T23:47Z,C5.7,1
2023-08-22T22:35Z,M1.1,1
2023-08-24T19:23Z,C1.5,1
2023-08-24T19:39Z,C3.0,1
2023-08-25T00:56Z,M1.4,1
2023-08-25T11:04Z,B7.6,0
2023-08-25T11:11Z,C1.2,1
2023-08-26T12:44Z,C1.9,1
2023-08-26T22:05Z,M1.1,1
2023-08-31T04:51Z,C2.4,1
2023-09-01T03:26Z,M1.2,1
2023-09-01T21:48Z,C7.3,1
2023-09-01T21:48Z,C2.5,1
2023-09-02T06:33Z,M3.3,1
2023-09-03T00:14Z,M1.1,1
2023-09-03T04:00Z,C1.8,1
2023-09-03T05:18Z,C5.9,1
2023-09-03T08:09Z,M6.0,1
2023-09-03T11:31Z,C5.0,1
2023-09-03T12:03Z,C5.7,1
2023-09-04T13:34Z,C2.4,1
2023-09-05T08:03Z,M2.0,1
2023-09-05T19:33Z,M1.2,1
2023-09-05T23:21Z,M1.0,1
2023-09-07T18:58Z,M2.1,1
2023-09-11T01:08Z,M1.3,1
2023-09-11T03:58Z,M1.1,1
2023-09-11T14:38Z,M1.1,1
2023-09-12T04:18Z,M1.9,1
2023-09-12T04:31Z,M1.8,1
2023-09-12T06:47Z,M2.5,1
2023-09-14T06:40Z,M1.4,1
2023-09-14T19:23Z,M1.9,1
2023-09-14T21:17Z,M2.5,1
2023-09-15T22:19Z,M1.7,1
2023-09-16T00:38Z,M2.9,1
2023-09-16T05:28Z,M2.5,1
2023-09-16T05:34Z,M3.4,1
2023-09-19T03:45Z,M1.1,1
2023-09-19T09:23Z,M1.8,1
2023-09-19T15:39Z,C4.2,1
2023-09-19T20:01Z,M4.0,1
2023-09-20T14:11Z,M8.2,1
2023-09-21T12:42Z,M8.7,1
2023-09-22T02:25Z,M1.2,1
2023-09-22T15:53Z,M1.4,1
2023-09-22T17:06Z,M1.5,1
2023-09-22T22:25Z,M1.9,1
2023-09-23T20:14Z,M1.5,1
2023-09-24T03:17Z,M4.4,1
2023-09-24T14:51Z,M1.0,1
2023-09-28T08:58Z,M1.2,1
2023-09-30T03:57Z,C7.2,1
2023-09-30T16:16Z,M1.2,1
2023-10-01T01:10Z,M2.5,1
2023-10-01T01:44Z,M1.6,1
2023-10-02T12:35Z,M1.9,1
2023-10-02T15:53Z,C2.4,1
